numberOfTPFRequestsIssuedAtCache, 5
numberOfTPFRequestsIssuedAtCache, 2
numberOfTPFRequestsIssuedAtCache, 20
numberOfTPFRequestsIssuedAtCache, 28
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 2416
numberOfTPFRequestsIssuedAtCache, 1023
numberOfTPFRequestsIssuedAtCache, 825
numberOfTPFRequestsIssuedAtCache, 111
numberOfTPFRequestsIssuedAtCache, 2255
numberOfTPFRequestsIssuedAtCache, 64
numberOfTPFRequestsIssuedAtCache, 1183
numberOfTPFRequestsIssuedAtCache, 250
numberOfTPFRequestsIssuedAtCache, 56
numberOfTPFRequestsIssuedAtCache, 26
numberOfTPFRequestsIssuedAtCache, 18
numberOfTPFRequestsIssuedAtCache, 260
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 14
numberOfTPFRequestsIssuedAtCache, 701
numberOfTPFRequestsIssuedAtCache, 6
numberOfTPFRequestsIssuedAtCache, 110
numberOfTPFRequestsIssuedAtCache, 24
numberOfTPFRequestsIssuedAtCache, 46
numberOfTPFRequestsIssuedAtCache, 5
numberOfTPFRequestsIssuedAtCache, 2
numberOfTPFRequestsIssuedAtCache, 20
numberOfTPFRequestsIssuedAtCache, 28
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 2438
numberOfTPFRequestsIssuedAtCache, 1021
numberOfTPFRequestsIssuedAtCache, 824
numberOfTPFRequestsIssuedAtCache, 111
numberOfTPFRequestsIssuedAtCache, 2259
numberOfTPFRequestsIssuedAtCache, 64
numberOfTPFRequestsIssuedAtCache, 1178
numberOfTPFRequestsIssuedAtCache, 250
numberOfTPFRequestsIssuedAtCache, 56
numberOfTPFRequestsIssuedAtCache, 26
numberOfTPFRequestsIssuedAtCache, 18
numberOfTPFRequestsIssuedAtCache, 260
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 14
numberOfTPFRequestsIssuedAtCache, 701
numberOfTPFRequestsIssuedAtCache, 6
numberOfTPFRequestsIssuedAtCache, 110
numberOfTPFRequestsIssuedAtCache, 24
numberOfTPFRequestsIssuedAtCache, 46
numberOfTPFRequestsIssuedAtCache, 5
numberOfTPFRequestsIssuedAtCache, 2
numberOfTPFRequestsIssuedAtCache, 20
numberOfTPFRequestsIssuedAtCache, 28
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 2441
numberOfTPFRequestsIssuedAtCache, 1017
numberOfTPFRequestsIssuedAtCache, 833
numberOfTPFRequestsIssuedAtCache, 111
numberOfTPFRequestsIssuedAtCache, 2262
numberOfTPFRequestsIssuedAtCache, 64
numberOfTPFRequestsIssuedAtCache, 1180
numberOfTPFRequestsIssuedAtCache, 249
numberOfTPFRequestsIssuedAtCache, 56
numberOfTPFRequestsIssuedAtCache, 26
numberOfTPFRequestsIssuedAtCache, 18
numberOfTPFRequestsIssuedAtCache, 260
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 14
numberOfTPFRequestsIssuedAtCache, 701
numberOfTPFRequestsIssuedAtCache, 6
numberOfTPFRequestsIssuedAtCache, 110
numberOfTPFRequestsIssuedAtCache, 24
numberOfTPFRequestsIssuedAtCache, 46
numberOfTPFRequestsIssuedAtCache, 5
numberOfTPFRequestsIssuedAtCache, 2
numberOfTPFRequestsIssuedAtCache, 20
numberOfTPFRequestsIssuedAtCache, 28
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 2445
numberOfTPFRequestsIssuedAtCache, 1023
numberOfTPFRequestsIssuedAtCache, 829
numberOfTPFRequestsIssuedAtCache, 111
numberOfTPFRequestsIssuedAtCache, 2270
numberOfTPFRequestsIssuedAtCache, 64
numberOfTPFRequestsIssuedAtCache, 1167
numberOfTPFRequestsIssuedAtCache, 247
numberOfTPFRequestsIssuedAtCache, 56
numberOfTPFRequestsIssuedAtCache, 25
numberOfTPFRequestsIssuedAtCache, 18
numberOfTPFRequestsIssuedAtCache, 260
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 14
numberOfTPFRequestsIssuedAtCache, 701
numberOfTPFRequestsIssuedAtCache, 6
numberOfTPFRequestsIssuedAtCache, 110
numberOfTPFRequestsIssuedAtCache, 24
numberOfTPFRequestsIssuedAtCache, 46
numberOfTPFRequestsIssuedAtCache, 5
numberOfTPFRequestsIssuedAtCache, 2
numberOfTPFRequestsIssuedAtCache, 20
numberOfTPFRequestsIssuedAtCache, 28
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 2442
numberOfTPFRequestsIssuedAtCache, 1024
numberOfTPFRequestsIssuedAtCache, 829
numberOfTPFRequestsIssuedAtCache, 111
numberOfTPFRequestsIssuedAtCache, 2264
numberOfTPFRequestsIssuedAtCache, 64
numberOfTPFRequestsIssuedAtCache, 1181
numberOfTPFRequestsIssuedAtCache, 250
numberOfTPFRequestsIssuedAtCache, 56
numberOfTPFRequestsIssuedAtCache, 26
numberOfTPFRequestsIssuedAtCache, 18
numberOfTPFRequestsIssuedAtCache, 260
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 14
numberOfTPFRequestsIssuedAtCache, 701
numberOfTPFRequestsIssuedAtCache, 6
numberOfTPFRequestsIssuedAtCache, 110
numberOfTPFRequestsIssuedAtCache, 24
numberOfTPFRequestsIssuedAtCache, 46
numberOfTPFRequestsIssuedAtCache, 5
numberOfTPFRequestsIssuedAtCache, 2
numberOfTPFRequestsIssuedAtCache, 20
numberOfTPFRequestsIssuedAtCache, 28
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 2439
numberOfTPFRequestsIssuedAtCache, 1019
numberOfTPFRequestsIssuedAtCache, 834
numberOfTPFRequestsIssuedAtCache, 111
numberOfTPFRequestsIssuedAtCache, 2272
numberOfTPFRequestsIssuedAtCache, 64
numberOfTPFRequestsIssuedAtCache, 1174
numberOfTPFRequestsIssuedAtCache, 250
numberOfTPFRequestsIssuedAtCache, 56
numberOfTPFRequestsIssuedAtCache, 26
numberOfTPFRequestsIssuedAtCache, 18
numberOfTPFRequestsIssuedAtCache, 260
numberOfTPFRequestsIssuedAtCache, 12
numberOfTPFRequestsIssuedAtCache, 14
numberOfTPFRequestsIssuedAtCache, 701
numberOfTPFRequestsIssuedAtCache, 6
numberOfTPFRequestsIssuedAtCache, 110
numberOfTPFRequestsIssuedAtCache, 24
numberOfTPFRequestsIssuedAtCache, 46
